age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
17,Private,School,not_married,Sales,Own_child,White,Male,0,0,12,United_States,0
37,Private,Voc,married,Craft_repair,Husband,White,Male,0,1977,40,United_States,1
27,Private,Doctorate,not_married,Prof_specialty,Not_in_family,White,Female,0,0,70,United_States,0
29,Private,Bachelors,married,Exec_managerial,Wife,White,Male,0,0,40,United_States,1
18,Private,School,not_married,Prof_specialty,Own_child,White,Male,0,0,25,United_States,0
36,Self_emp_not_inc,Voc,divorced,Sales,Unmarried,White,Female,0,0,35,United_States,0
58,Local_gov,Bachelors,not_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
26,Self_emp_not_inc,Some_college,married,Craft_repair,Husband,White,Male,0,0,45,United_States,0
65,Private,Some_college,married,Prof_specialty,Husband,White,Male,0,0,30,United_States,1
57,Private,HS_grad,married,Sales,Husband,White,Male,0,0,40,United_States,1
59,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
27,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
31,Self_emp_not_inc,Bachelors,not_married,Tech_support,Not_in_family,White,Male,0,0,40,United_States,0
21,Private,Some_college,not_married,Sales,Own_child,White,Female,0,0,24,United_States,0
29,Private,Some_college,not_married,Adm_clerical,Not_in_family,White,Male,0,0,60,United_States,0
18,Private,School,not_married,Other_service,Own_child,White,Male,0,0,40,United_States,0
52,Private,School,married,Craft_repair,Husband,White,Male,0,1887,47,United_States,1
57,Self_emp_inc,Bachelors,divorced,Prof_specialty,Not_in_family,White,Male,0,0,80,United_States,0
42,Private,HS_grad,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
55,Private,HS_grad,married,Prof_specialty,Wife,Asian_Pac_Islander,Female,0,0,40,United_States,0
60,Private,School,not_married,Transport_moving,Not_in_family,White,Male,0,0,48,United_States,1
31,Private,Bachelors,married,Prof_specialty,Husband,White,Male,7688,0,40,Other,1
23,Private,Bachelors,not_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,0
27,Private,HS_grad,not_married,Sales,Own_child,White,Male,0,0,40,United_States,0
23,Private,Some_college,not_married,Prof_specialty,Unmarried,Amer_Indian_Eskimo,Female,0,0,25,United_States,0
42,Self_emp_not_inc,Prof_school,married,Prof_specialty,Husband,White,Male,0,1902,50,United_States,1
25,Private,Some_college,not_married,Tech_support,Not_in_family,White,Male,2174,0,40,United_States,0
49,Private,Bachelors,not_married,Prof_specialty,Not_in_family,White,Female,0,0,45,United_States,0
32,Private,Bachelors,not_married,Tech_support,Not_in_family,White,Male,0,0,40,United_States,0
19,Private,Some_college,not_married,Adm_clerical,Own_child,White,Male,0,0,28,United_States,0
60,Private,School,divorced,Other_service,Not_in_family,White,Female,0,0,40,United_States,0
42,Local_gov,School,married,Other_service,Husband,White,Male,0,0,40,United_States,0
35,Self_emp_not_inc,Voc,not_married,Farming_fishing,Not_in_family,White,Male,0,0,40,United_States,0
48,Private,HS_grad,not_married,Adm_clerical,Unmarried,Black,Female,0,0,37,United_States,0
51,Private,Masters,married,Craft_repair,Husband,White,Male,0,0,40,United_States,1
29,Private,HS_grad,not_married,Craft_repair,Not_in_family,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
36,Local_gov,HS_grad,not_married,Exec_managerial,Not_in_family,Black,Male,0,0,40,United_States,0
17,Private,School,not_married,Other_service,Own_child,White,Female,0,0,21,United_States,0
52,Private,Masters,divorced,Prof_specialty,Not_in_family,White,Female,6849,0,60,United_States,0
24,Private,HS_grad,not_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
24,Private,HS_grad,married,Handlers_cleaners,Husband,White,Male,0,0,50,United_States,0
26,Local_gov,Bachelors,not_married,Prof_specialty,Own_child,White,Male,1055,0,40,United_States,0
27,Private,Bachelors,not_married,Other_service,Own_child,White,Female,0,0,20,United_States,0
39,Private,HS_grad,not_married,Handlers_cleaners,Own_child,White,Male,0,0,60,United_States,0
30,Private,HS_grad,married,Transport_moving,Husband,Black,Male,0,0,45,United_States,0
50,Self_emp_not_inc,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,32,United_States,0
52,Self_emp_inc,Bachelors,married,Sales,Husband,White,Male,0,0,55,United_States,0
46,Private,Prof_school,married,Prof_specialty,Husband,White,Male,15024,0,45,United_States,1
23,Private,Bachelors,not_married,Sales,Own_child,White,Female,0,0,20,United_States,0
45,Private,School,not_married,Other_service,Not_in_family,Black,Female,0,0,20,United_States,0
65,Private,School,not_married,Priv_house_serv,Unmarried,Black,Female,0,0,24,United_States,0
29,Private,Voc,married,Transport_moving,Husband,White,Male,0,0,55,United_States,0
47,Private,School,married,Handlers_cleaners,Unmarried,White,Male,0,0,40,Other,0
30,Private,HS_grad,not_married,Farming_fishing,Own_child,Black,Male,0,0,60,United_States,0
34,Private,HS_grad,married,Sales,Husband,White,Male,0,0,45,United_States,1
38,Self_emp_not_inc,HS_grad,married,Sales,Husband,White,Male,0,0,64,United_States,0
33,Private,Some_college,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
49,Private,Bachelors,married,Sales,Husband,White,Male,0,0,26,United_States,1
47,Self_emp_not_inc,Some_college,not_married,Other_service,Unmarried,Black,Female,0,0,40,United_States,0
49,Local_gov,School,not_married,Other_service,Unmarried,Black,Female,0,0,40,United_States,0
43,Private,Some_college,married,Craft_repair,Husband,White,Male,15024,0,60,United_States,1
30,Private,Bachelors,married,Adm_clerical,Wife,Black,Female,0,0,40,United_States,1
58,Self_emp_not_inc,HS_grad,married,Craft_repair,Husband,White,Male,0,0,60,United_States,0
19,Private,HS_grad,not_married,Other_service,Own_child,White,Female,0,0,14,United_States,0
21,Private,Bachelors,not_married,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,0
33,Private,Bachelors,married,Exec_managerial,Husband,White,Male,15024,0,60,United_States,1
47,Self_emp_inc,School,married,Transport_moving,Husband,White,Male,0,0,50,Other,0
52,Self_emp_not_inc,Doctorate,married,Prof_specialty,Husband,White,Male,0,0,60,United_States,1
26,Private,HS_grad,divorced,Craft_repair,Not_in_family,White,Male,0,0,55,United_States,0
60,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
21,Private,Some_college,not_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,0
36,Private,Some_college,married,Sales,Husband,White,Male,5178,0,50,United_States,1
31,Private,Some_college,married,Craft_repair,Husband,White,Male,0,0,45,United_States,0
50,Self_emp_inc,Doctorate,not_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,1
31,Local_gov,HS_grad,divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,0
71,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,15,United_States,0
58,Private,HS_grad,married,Prof_specialty,Husband,White,Male,0,0,50,United_States,0
30,State_gov,Bachelors,married,Tech_support,Husband,White,Male,0,0,40,United_States,1
20,Private,Some_college,not_married,Other_service,Own_child,White,Male,0,0,20,United_States,0
24,Private,HS_grad,not_married,Exec_managerial,Other_relative,White,Male,4101,0,50,United_States,0
35,Private,Doctorate,married,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,40,Other,1
38,State_gov,Some_college,not_married,Exec_managerial,Not_in_family,White,Female,0,0,45,United_States,0
27,Private,HS_grad,not_married,Machine_op_inspct,Own_child,White,Female,0,0,32,United_States,0
29,State_gov,Some_college,not_married,Adm_clerical,Unmarried,Asian_Pac_Islander,Female,0,0,40,Other,0
70,Private,School,not_married,Prof_specialty,Unmarried,White,Female,1111,0,15,United_States,0
34,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,45,United_States,0
44,Private,School,married,Craft_repair,Husband,White,Male,0,0,35,United_States,0
43,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,1
44,Self_emp_not_inc,School,married,Handlers_cleaners,Husband,Black,Male,0,0,40,United_States,1
35,Private,Masters,not_married,Sales,Not_in_family,White,Male,0,0,60,United_States,0
27,Private,Some_college,not_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,0
43,Local_gov,Masters,not_married,Prof_specialty,Not_in_family,White,Male,0,0,38,United_States,0
20,Private,Some_college,not_married,Sales,Not_in_family,White,Female,0,0,25,United_States,0
42,Private,Voc,divorced,Prof_specialty,Unmarried,White,Female,8614,0,40,United_States,1
27,State_gov,Some_college,married,Transport_moving,Husband,White,Male,3411,0,40,United_States,0
42,Private,HS_grad,married,Craft_repair,Husband,Black,Male,0,0,40,United_States,1
20,Private,School,married,Prof_specialty,Own_child,Asian_Pac_Islander,Female,0,1762,40,Other,0
24,Private,School,not_married,Machine_op_inspct,Not_in_family,White,Male,0,1721,40,United_States,0
48,Federal_gov,Some_college,divorced,Exec_managerial,Not_in_family,White,Male,0,0,40,United_States,0
17,Private,School,not_married,Prof_specialty,Own_child,White,Female,0,0,20,United_States,0
17,Self_emp_not_inc,School,not_married,Farming_fishing,Own_child,White,Male,0,0,10,United_States,0
33,Private,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
50,Self_emp_inc,HS_grad,married,Sales,Husband,White,Male,0,0,50,United_States,1
22,Private,HS_grad,not_married,Sales,Own_child,White,Female,2597,0,40,United_States,0
17,Private,School,not_married,Other_service,Own_child,White,Male,0,0,16,United_States,0
32,Private,Some_college,married,Adm_clerical,Husband,White,Male,0,0,40,Other,0
31,Private,HS_grad,not_married,Craft_repair,Not_in_family,White,Male,0,0,45,United_States,0
58,Self_emp_not_inc,HS_grad,not_married,Exec_managerial,Not_in_family,White,Male,0,0,50,United_States,0
29,Local_gov,HS_grad,not_married,Protective_serv,Own_child,White,Male,0,0,48,United_States,0
37,Private,Voc,married,Craft_repair,Husband,White,Male,0,0,40,Other,1
34,Self_emp_not_inc,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,United_States,1
23,Local_gov,Some_college,not_married,Exec_managerial,Unmarried,Black,Male,0,0,40,United_States,0
18,State_gov,School,not_married,Adm_clerical,Own_child,White,Female,0,0,5,United_States,0
34,Private,HS_grad,divorced,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,0
66,Private,School,not_married,Prof_specialty,Not_in_family,White,Male,0,0,4,United_States,0
45,Local_gov,Bachelors,married,Prof_specialty,Wife,White,Female,0,0,55,United_States,0
41,Private,Masters,not_married,Exec_managerial,Not_in_family,White,Male,0,0,35,Other,0
26,Private,HS_grad,not_married,Other_service,Other_relative,White,Male,0,0,30,United_States,0
54,Local_gov,Some_college,married,Farming_fishing,Husband,White,Male,0,0,40,United_States,0
24,Private,Some_college,not_married,Machine_op_inspct,Own_child,Black,Female,0,0,45,United_States,0
42,Private,Some_college,married,Prof_specialty,Husband,White,Male,0,0,50,United_States,0
20,Private,Some_college,not_married,Prof_specialty,Own_child,White,Male,0,0,20,United_States,0
23,State_gov,Bachelors,not_married,Tech_support,Not_in_family,White,Female,0,0,20,United_States,0
25,Private,Voc,not_married,Prof_specialty,Other_relative,White,Male,0,0,45,United_States,0
35,Private,Masters,not_married,Prof_specialty,Not_in_family,White,Male,0,0,60,United_States,1
31,Private,Masters,married,Tech_support,Husband,White,Male,0,1902,40,United_States,1
30,Private,Bachelors,not_married,Prof_specialty,Own_child,White,Female,0,0,40,Other,0
19,Private,HS_grad,not_married,Sales,Own_child,White,Female,0,0,20,United_States,0
36,Local_gov,Bachelors,not_married,Prof_specialty,Not_in_family,White,Male,0,0,50,United_States,0
31,Private,Bachelors,not_married,Sales,Unmarried,White,Female,0,1380,40,Other,0
21,Private,Some_college,not_married,Handlers_cleaners,Own_child,White,Male,0,0,30,United_States,0
31,Self_emp_not_inc,Some_college,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
46,Private,Doctorate,divorced,Prof_specialty,Unmarried,White,Female,25236,0,65,United_States,1
44,Private,Bachelors,divorced,Exec_managerial,Own_child,White,Female,0,0,50,United_States,1
40,Private,School,married,Other_service,Husband,Black,Male,0,0,40,Other,0
45,Private,Some_college,not_married,Sales,Not_in_family,Black,Male,0,0,40,United_States,0
60,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,35,United_States,0
18,Private,School,not_married,Other_service,Other_relative,White,Male,0,0,25,United_States,0
28,Private,Bachelors,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
36,Private,Some_college,divorced,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,0
36,Private,Bachelors,not_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,0
40,Private,Voc,married,Tech_support,Husband,White,Male,4386,0,40,United_States,0
36,Local_gov,Bachelors,divorced,Adm_clerical,Unmarried,White,Female,0,0,35,Other,0
31,Private,HS_grad,not_married,Other_service,Unmarried,Black,Female,0,0,40,United_States,0
33,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
19,State_gov,HS_grad,not_married,Tech_support,Own_child,White,Female,0,0,40,United_States,0
22,Private,Some_college,not_married,Sales,Own_child,White,Female,0,0,15,United_States,0
34,Private,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,45,United_States,1
33,Private,HS_grad,not_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,0
41,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,2051,60,United_States,0
29,Private,Bachelors,not_married,Prof_specialty,Not_in_family,White,Male,4650,0,40,United_States,0
50,Local_gov,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,42,United_States,1
42,Private,Bachelors,married,Exec_managerial,Husband,White,Male,7298,0,45,United_States,1
43,Private,Bachelors,not_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,1
44,Private,HS_grad,married,Sales,Wife,White,Female,0,0,40,United_States,0
20,Private,Some_college,not_married,Other_service,Not_in_family,White,Female,0,0,20,United_States,0
31,Private,HS_grad,married,Other_service,Husband,White,Male,0,0,40,Other,0
65,Self_emp_not_inc,School,married,Exec_managerial,Husband,White,Male,9386,0,59,United_States,1
23,Private,Some_college,not_married,Other_service,Not_in_family,White,Female,0,0,24,United_States,0
55,Private,Some_college,divorced,Adm_clerical,Not_in_family,Asian_Pac_Islander,Female,0,0,40,United_States,0
26,Private,Voc,married,Adm_clerical,Husband,White,Male,0,2377,45,United_States,0
25,Private,Voc,not_married,Other_service,Own_child,White,Female,0,0,15,United_States,0
45,Private,Some_college,married,Prof_specialty,Wife,Black,Female,0,0,40,United_States,0
35,Private,Some_college,married,Craft_repair,Husband,White,Male,2407,0,40,United_States,0
36,Private,Some_college,not_married,Sales,Not_in_family,Black,Female,0,0,36,United_States,0
43,State_gov,Bachelors,married,Prof_specialty,Husband,White,Male,0,0,50,United_States,0
56,Private,HS_grad,not_married,Other_service,Unmarried,Black,Female,594,0,20,United_States,0
42,Private,Bachelors,married,Tech_support,Husband,White,Male,0,0,40,United_States,1
19,Private,Some_college,not_married,Other_service,Other_relative,White,Female,0,0,25,United_States,0
55,Self_emp_not_inc,HS_grad,married,Transport_moving,Husband,White,Male,0,0,72,United_States,0
42,Private,Masters,not_married,Exec_managerial,Not_in_family,White,Female,14084,0,50,United_States,1
26,Private,Voc,not_married,Tech_support,Own_child,White,Male,0,0,40,United_States,0
17,Private,School,not_married,Handlers_cleaners,Own_child,White,Male,0,0,20,United_States,0
42,Local_gov,Bachelors,married,Prof_specialty,Wife,White,Female,0,0,40,United_States,1
55,Private,HS_grad,married,Transport_moving,Husband,White,Male,7688,0,40,United_States,1
32,Private,Some_college,not_married,Adm_clerical,Own_child,Black,Female,0,0,40,United_States,0
29,Private,School,not_married,Craft_repair,Own_child,Black,Male,0,0,40,Other,0
46,State_gov,Bachelors,married,Prof_specialty,Husband,White,Male,0,0,37,United_States,0
29,State_gov,Bachelors,married,Exec_managerial,Husband,White,Male,7688,0,40,United_States,1
22,Private,Bachelors,not_married,Prof_specialty,Unmarried,White,Male,0,0,20,United_States,0
58,Self_emp_not_inc,School,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
23,Private,HS_grad,not_married,Transport_moving,Unmarried,White,Male,0,0,50,United_States,0
39,Private,HS_grad,not_married,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,0
27,Private,Voc,not_married,Craft_repair,Own_child,White,Male,0,0,38,United_States,0
54,Private,HS_grad,married,Transport_moving,Husband,White,Male,0,0,40,United_States,1
33,Local_gov,Bachelors,not_married,Prof_specialty,Not_in_family,White,Female,0,0,45,United_States,0
46,Federal_gov,HS_grad,married,Adm_clerical,Wife,White,Female,0,0,40,United_States,1
37,Private,HS_grad,not_married,Farming_fishing,Not_in_family,Black,Male,0,0,40,United_States,0
36,Private,HS_grad,not_married,Other_service,Not_in_family,White,Female,0,0,18,United_States,0
59,Local_gov,HS_grad,married,Adm_clerical,Wife,White,Female,0,0,38,United_States,1
34,Local_gov,HS_grad,divorced,Protective_serv,Unmarried,White,Male,0,0,40,Other,0
53,Self_emp_inc,Doctorate,married,Exec_managerial,Husband,White,Male,0,0,70,United_States,1
51,Private,Bachelors,not_married,Sales,Not_in_family,White,Male,0,0,55,United_States,1
32,Private,School,not_married,Other_service,Unmarried,White,Female,0,0,42,United_States,0
31,State_gov,Some_college,married,Other_service,Other_relative,White,Male,0,0,40,United_States,0
22,Private,Some_college,married,Sales,Wife,White,Female,0,0,30,Other,0
47,Self_emp_not_inc,Bachelors,divorced,Sales,Not_in_family,White,Female,0,0,50,United_States,0
32,Private,HS_grad,not_married,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,0
26,Private,Some_college,not_married,Farming_fishing,Not_in_family,White,Female,0,0,38,United_States,0
37,Private,School,not_married,Farming_fishing,Not_in_family,White,Male,0,0,32,Other,0
31,Private,HS_grad,divorced,Craft_repair,Unmarried,White,Male,0,0,55,United_States,0
37,Private,Voc,married,Tech_support,Wife,White,Female,0,0,24,United_States,1
55,Private,HS_grad,not_married,Sales,Not_in_family,White,Male,0,0,38,United_States,0
23,Local_gov,Voc,divorced,Tech_support,Not_in_family,White,Male,0,0,56,United_States,0
36,Private,Some_college,divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,0
34,Private,Masters,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
43,Private,Bachelors,married,Sales,Husband,White,Male,0,0,50,United_States,1
54,Private,Some_college,not_married,Tech_support,Not_in_family,White,Male,0,0,40,United_States,0
43,State_gov,Some_college,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
28,Private,Voc,not_married,Machine_op_inspct,Not_in_family,White,Female,0,1669,42,United_States,0
40,Private,Voc,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
41,Self_emp_not_inc,Some_college,married,Exec_managerial,Husband,White,Male,0,0,60,United_States,0
40,Private,Bachelors,not_married,Sales,Not_in_family,Other,Female,0,0,55,United_States,1
42,Private,Some_college,divorced,Adm_clerical,Not_in_family,Black,Female,0,0,38,United_States,0
61,Self_emp_not_inc,HS_grad,married,Farming_fishing,Husband,White,Male,0,2352,50,United_States,0
18,Private,School,not_married,Machine_op_inspct,Own_child,White,Male,0,0,30,United_States,0
59,Private,HS_grad,married,Prof_specialty,Husband,White,Male,0,0,16,United_States,0
21,Private,HS_grad,not_married,Prof_specialty,Not_in_family,White,Female,1055,0,40,United_States,0
48,Private,Voc,married,Tech_support,Husband,White,Male,0,0,50,United_States,1
41,Self_emp_inc,Bachelors,married,Tech_support,Husband,White,Male,0,0,40,United_States,0
18,Private,Some_college,not_married,Prof_specialty,Own_child,White,Male,0,0,33,United_States,0
23,Private,HS_grad,not_married,Sales,Not_in_family,White,Female,2463,0,40,United_States,0
60,Private,HS_grad,married,Transport_moving,Husband,White,Male,0,0,60,United_States,1
22,Private,Some_college,not_married,Other_service,Other_relative,Black,Male,0,0,20,United_States,0
61,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
25,Private,HS_grad,not_married,Machine_op_inspct,Not_in_family,Black,Male,0,0,40,United_States,0
46,Private,Masters,not_married,Tech_support,Not_in_family,White,Male,0,0,35,United_States,1
43,Private,Bachelors,married,Exec_managerial,Husband,White,Male,0,1902,40,Other,1
43,Private,Voc,divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
24,Private,HS_grad,not_married,Other_service,Own_child,Black,Male,0,1721,30,United_States,0
68,Self_emp_not_inc,School,not_married,Farming_fishing,Unmarried,White,Male,0,0,20,United_States,0
31,Private,HS_grad,divorced,Adm_clerical,Unmarried,White,Female,0,0,38,United_States,0
17,Private,School,not_married,Sales,Own_child,White,Female,0,0,20,United_States,0
32,Private,HS_grad,married,Craft_repair,Husband,White,Male,5178,0,48,United_States,1
50,Private,Masters,married,Prof_specialty,Other_relative,White,Male,0,0,40,United_States,0
33,Private,Bachelors,married,Prof_specialty,Husband,White,Male,3103,0,47,United_States,1
64,Private,Bachelors,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
20,Private,HS_grad,not_married,Transport_moving,Own_child,White,Male,0,0,30,United_States,0
30,Private,HS_grad,not_married,Other_service,Own_child,White,Female,0,0,36,United_States,0
22,Private,Some_college,not_married,Prof_specialty,Own_child,Black,Male,0,0,40,United_States,0
43,Private,Some_college,divorced,Exec_managerial,Not_in_family,White,Male,0,0,45,United_States,0
22,Private,Some_college,not_married,Adm_clerical,Own_child,White,Male,0,0,40,United_States,0
17,Private,School,not_married,Farming_fishing,Own_child,White,Male,0,0,20,United_States,0
47,Self_emp_not_inc,HS_grad,married,Other_service,Wife,White,Female,0,0,75,Other,0
41,Private,Voc,not_married,Prof_specialty,Not_in_family,White,Female,0,0,60,United_States,0
56,Private,Some_college,married,Craft_repair,Husband,White,Male,0,0,50,United_States,1
64,Private,HS_grad,married,Transport_moving,Husband,White,Male,0,0,45,United_States,0
47,Private,HS_grad,married,Transport_moving,Husband,White,Male,0,0,50,United_States,1
48,Private,Voc,not_married,Adm_clerical,Unmarried,White,Male,0,0,40,United_States,0
31,Private,Masters,not_married,Prof_specialty,Not_in_family,White,Female,0,0,46,United_States,0
29,Private,Voc,not_married,Tech_support,Own_child,White,Male,0,0,40,United_States,0
30,Private,HS_grad,not_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
32,Private,HS_grad,married,Exec_managerial,Husband,White,Male,0,1672,60,United_States,0
57,Private,HS_grad,not_married,Transport_moving,Unmarried,White,Male,0,653,42,United_States,1
62,Private,HS_grad,not_married,Other_service,Not_in_family,White,Female,0,0,40,United_States,0
39,Private,HS_grad,not_married,Machine_op_inspct,Unmarried,White,Female,0,0,24,United_States,0
43,Private,Some_college,not_married,Adm_clerical,Not_in_family,White,Male,0,0,25,United_States,0
24,Self_emp_inc,Bachelors,not_married,Sales,Own_child,White,Male,0,0,40,United_States,0
42,Private,School,married,Prof_specialty,Husband,White,Male,0,0,15,United_States,0
53,Private,Some_college,married,Adm_clerical,Wife,White,Female,4386,0,40,United_States,1
26,Private,Some_college,not_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,0
73,Self_emp_not_inc,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
72,Private,School,not_married,Prof_specialty,Not_in_family,White,Female,0,0,24,United_States,0
55,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
25,Private,HS_grad,divorced,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,0
41,Private,Bachelors,divorced,Prof_specialty,Not_in_family,White,Female,0,0,50,United_States,1
24,Private,Bachelors,not_married,Exec_managerial,Not_in_family,White,Male,0,0,50,United_States,0
63,Private,HS_grad,not_married,Farming_fishing,Not_in_family,White,Male,0,0,6,United_States,0
17,Private,School,not_married,Sales,Own_child,White,Male,0,0,20,United_States,0
35,Private,Some_college,married,Craft_repair,Husband,White,Male,0,0,50,United_States,0
51,Private,Some_college,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
62,Local_gov,Bachelors,not_married,Prof_specialty,Not_in_family,White,Female,0,0,48,United_States,0
55,Private,HS_grad,married,Craft_repair,Husband,White,Male,4386,0,40,United_States,1
43,Private,Some_college,divorced,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,0
40,Local_gov,HS_grad,divorced,Other_service,Not_in_family,White,Female,0,0,50,United_States,0
37,Private,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,45,United_States,1
39,Private,Bachelors,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
31,Private,HS_grad,not_married,Craft_repair,Own_child,White,Male,0,0,18,United_States,0
61,Private,Masters,not_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,1
26,Private,Voc,divorced,Adm_clerical,Not_in_family,White,Female,0,0,55,United_States,0
46,Self_emp_not_inc,HS_grad,married,Sales,Husband,White,Male,0,0,50,United_States,0
26,Private,Bachelors,not_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
48,State_gov,Doctorate,divorced,Prof_specialty,Own_child,White,Male,0,0,50,United_States,1
34,Private,HS_grad,not_married,Transport_moving,Own_child,White,Male,0,0,40,United_States,0
34,Local_gov,HS_grad,not_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,0
59,Private,HS_grad,married,Other_service,Husband,White,Male,0,0,40,United_States,1
34,Private,Bachelors,not_married,Prof_specialty,Own_child,White,Female,0,0,40,United_States,0
49,Private,Bachelors,not_married,Exec_managerial,Not_in_family,White,Female,0,0,56,United_States,1
18,Private,School,not_married,Adm_clerical,Own_child,White,Female,0,0,20,United_States,0
43,Private,HS_grad,married,Farming_fishing,Husband,White,Male,0,0,40,Other,0
48,Private,School,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,0
28,Self_emp_inc,Some_college,married,Exec_managerial,Husband,White,Male,0,0,70,United_States,0
33,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
24,Private,Some_college,not_married,Sales,Not_in_family,White,Female,0,0,15,United_States,0
21,Private,School,not_married,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,0
17,Private,School,not_married,Sales,Own_child,White,Male,0,0,28,United_States,0
39,Private,Some_college,married,Farming_fishing,Husband,White,Male,0,0,50,United_States,1
29,Self_emp_not_inc,Bachelors,not_married,Prof_specialty,Own_child,White,Male,0,0,40,United_States,0
44,Private,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
24,Private,Some_college,not_married,Transport_moving,Own_child,White,Male,0,0,50,United_States,0
71,Self_emp_not_inc,Masters,married,Sales,Husband,White,Male,10605,0,40,United_States,1
51,Self_emp_not_inc,Bachelors,married,Sales,Husband,Asian_Pac_Islander,Male,0,2415,40,Other,1
55,Private,School,divorced,Other_service,Unmarried,Black,Male,0,0,25,United_States,0
41,Private,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,60,United_States,1
23,Private,HS_grad,not_married,Handlers_cleaners,Unmarried,Black,Female,0,0,7,United_States,0
38,Private,Voc,divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,0
39,Private,HS_grad,married,Transport_moving,Husband,White,Male,0,0,40,United_States,1
19,Private,HS_grad,not_married,Adm_clerical,Not_in_family,White,Female,0,0,30,United_States,0
49,Private,School,divorced,Machine_op_inspct,Not_in_family,White,Female,0,0,40,United_States,0
32,Private,Bachelors,married,Adm_clerical,Other_relative,White,Male,0,0,40,Other,1
27,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,70,United_States,0
38,Private,Bachelors,married,Sales,Husband,White,Male,0,0,50,United_States,1
33,Private,Some_college,married,Craft_repair,Wife,White,Female,0,0,60,United_States,0
63,Private,Some_college,married,Prof_specialty,Husband,White,Male,0,0,15,United_States,0
23,Private,Bachelors,not_married,Exec_managerial,Own_child,White,Male,0,0,28,United_States,0
