len, freq, err, condition, pred
2, 0.006, 0, days_b_screening_arrest>-28.5 & days_b_screening_arrest<=-24.5, 0
1, 0.943, 0.245697768528154, priors_count<=11.5, 0.434408602150538
1, 0.057, 0.204081632653061, priors_count>11.5, 0.714285714285714
3, 0.008, 0, age>39.5 & age<=40.5 & days_b_screening_arrest<=-0.5, 0
3, 0.004, 0, age<=22.5 & days_b_screening_arrest>-0.5 & sex_Female>0.5, 0
3, 0.012, 0.138888888888889, age<=31.5 & days_b_screening_arrest>-0.5 & race_Hispanic>0.5, 0.166666666666667
3, 0.006, 0, age<=33.5 & priors_count>3.5 & race_Hispanic>0.5, 1
2, 0.002, 0, priors_count>5 & days_b_screening_arrest<=-24.5, 0
1, 0.986, 0.247760334637335, age<=64.5, 0.452674897119342
3, 0.024, 0, age<=64.5 & age>45.5 & days_b_screening_arrest<=-1.5, 0
3, 0.002, 0, age>64.5 & age<=71 & days_b_screening_arrest<=-1.5, 1
2, 0.002, 0, age>71 & days_b_screening_arrest<=-1.5, 0
2, 0.002, 0, days_b_screening_arrest<=-1.5 & race_Other>0.5, 1
1, 0.98, 0.246989785202046, priors_count<=16.5, 0.445134575569358
3, 0.002, 0, age>51.5 & days_b_screening_arrest<=-4.5 & sex_Female>0.5, 0
2, 0.002, 0, days_b_screening_arrest<=-28.5 & race_Caucasian<=0.5, 1
1, 0.181, 0.2360813028658, age>45.5, 0.382022471910112
2, 0.087, 0.219578150351541, age<=22.5 & race_Hispanic<=0.5, 0.674418604651163
4, 0.018, 0.0987654320987654, priors_count<=3.5 & days_b_screening_arrest>-0.5 & days_b_screening_arrest<=1 & race_Hispanic>0.5, 0.111111111111111
3, 0.002, 0, age>48.5 & age<=53.5 & race_Other>0.5, 1
2, 0.002, 0, age>53.5 & race_Other>0.5, 0
1, 0.996, 0.24751017292943, days_b_screening_arrest>-28.5, 0.45010183299389
4, 0.01, 0, age>21.5 & age<=23.5 & c_charge_degree_M>0.5 & sex_Male<=0.5, 0
2, 0.087, 0.151433207138994, c_charge_degree_M>0.5 & sex_Male<=0.5, 0.186046511627907
4, 0.002, 0, priors_count>9.5 & priors_count<=11.5 & days_b_screening_arrest<=-1.5 & sex_Male>0.5, 1
2, 0.008, 0, priors_count>11.5 & days_b_screening_arrest<=-1.5, 0
3, 0.004, 0, age<=23.5 & age>21 & race_Other>0.5, 0
2, 0.053, 0.177514792899408, age>23.5 & days_b_screening_arrest<=-8.5, 0.230769230769231
2, 0.014, 0, age>48.5 & days_b_screening_arrest<=-8.5, 0
3, 0.002, 0, age>23.5 & days_b_screening_arrest>-8.5 & days_b_screening_arrest<=-7.5, 1
2, 0.037, 0.172839506172839, priors_count>6.5 & days_b_screening_arrest>-0.5, 0.777777777777778
1, 0.093, 0.2117202268431, priors_count>9.5, 0.695652173913043
3, 0.004, 0, priors_count>11.5 & priors_count<=14.5 & days_b_screening_arrest>-0.5, 1
1, 0.957, 0.248545676529733, age<=57.5, 0.461864406779661
3, 0.008, 0, age<=57.5 & age>56.5 & priors_count<=19.5, 0
3, 0.002, 0, age<=57.5 & age>56.5 & priors_count>19.5, 1
1, 0.043, 0.154195011337868, age>57.5, 0.19047619047619
2, 0.002, 0, age>57.5 & priors_count>24.5, 0
2, 0.004, 0, priors_count<=18.5 & priors_count>16.5, 1
2, 0.008, 0, age<=39.5 & priors_count>18.5, 1
3, 0.006, 0, age>39.5 & priors_count<=27.5 & priors_count>18.5, 0
2, 0.006, 0, days_b_screening_arrest<=-20.5 & c_charge_degree_F<=0.5, 0
1, 0.996, 0.247302773756538, days_b_screening_arrest<=22.5, 0.44806517311609
1, 0.925, 0.245378385657125, priors_count<=10.5, 0.432017543859649
1, 0.075, 0.219138056975895, priors_count>10.5, 0.675675675675676
1, 0.154, 0.225069252077562, priors_count>6.5, 0.657894736842105
3, 0.018, 0.0987654320987654, priors_count<=0.5 & days_b_screening_arrest>-0.5 & race_Hispanic>0.5, 0.111111111111111
3, 0.006, 0, priors_count>0.5 & days_b_screening_arrest>-0.5 & race_Hispanic>0.5, 1
1, 1, 0.247530333389563, age<=89.5, 0.450304259634888
1, 0.992, 0.247280665437164, priors_count<=21.5, 0.447852760736196
1, 0.008, 0.1875, priors_count>21.5, 0.75
4, 0.002, 0, age>23.5 & age<=24.5 & priors_count<=3 & days_b_screening_arrest<=-8.5, 0
2, 0.014, 0, age<=24.5 & priors_count>3, 1
2, 0.002, 0, days_b_screening_arrest>-0.5 & race_Native_American>0.5, 0
3, 0.004, 0, age<=30.5 & priors_count>11.5 & days_b_screening_arrest>-0.5, 1
2, 0.002, 0, age<=30.5 & priors_count>19, 1
2, 0.002, 0, age>70.5 & age<=72.5, 0
2, 0.006, 0, age>70.5 & age<=77.5, 0
1, 0.01, 0, days_b_screening_arrest>12, 1
2, 0.002, 0, age<=31.5 & days_b_screening_arrest<=-26.5, 0
1, 0.702, 0.249323398710281, age<=37.5, 0.473988439306358
2, 0.01, 0, age<=37.5 & priors_count>15.5, 1
1, 0.298, 0.238881947336758, age>37.5, 0.394557823129252
1, 0.067, 0.211202938475666, days_b_screening_arrest<=-5.5, 0.303030303030303
1, 0.945, 0.245855514008363, priors_count<=12.5, 0.435622317596566
1, 0.84, 0.24868725057761, age<=48.5, 0.463768115942029
3, 0.004, 0, age>48.5 & priors_count<=10.5 & priors_count>8.5, 1
2, 0.045, 0.148760330578512, age<=42 & priors_count>10.5, 0.818181818181818
4, 0.002, 0, age<=42 & age>38.5 & priors_count<=12.5 & priors_count>10.5, 1
3, 0.006, 0, age>42 & priors_count<=12.5 & priors_count>10.5, 0
2, 0.004, 0, priors_count>12.5 & days_b_screening_arrest<=-10.5, 0
3, 0.01, 0, age<=54 & priors_count>12.5 & priors_count<=13.5, 1
3, 0.014, 0, priors_count>12.5 & priors_count<=13.5 & days_b_screening_arrest>-10.5, 1
2, 0.006, 0, age<=27.5 & priors_count>12.5, 1
3, 0.014, 0, age>57.5 & age<=65.5 & priors_count<=1.5, 0
3, 0.008, 0, age>57.5 & priors_count>0.5 & days_b_screening_arrest<=-6.5, 0
4, 0.002, 0, age>57.5 & priors_count>0.5 & priors_count<=1.5 & days_b_screening_arrest>-6.5, 1
2, 0.002, 0, age>69.5 & age<=72.5, 0
1, 0.008, 0.1875, age>69.5, 0.25
3, 0.002, 0, age<=43.5 & age>42.5 & priors_count>8.5, 0
3, 0.004, 0, age>43.5 & priors_count<=10.5 & priors_count>8.5, 1
3, 0.002, 0, age<=33.5 & priors_count>10.5 & days_b_screening_arrest<=-1.5, 1
3, 0.004, 0, age<=59.5 & age>58.5 & priors_count<=1.5, 0
3, 0.002, 0, age<=59.5 & age>58.5 & priors_count>1.5, 1
3, 0.004, 0, age<=37 & days_b_screening_arrest>-0.5 & race_Other>0.5, 1
3, 0.002, 0, age>37 & days_b_screening_arrest>-0.5 & race_Other>0.5, 0
1, 0.992, 0.24769049978881, age<=70.5, 0.451942740286299
2, 0.01, 0, age<=38.5 & priors_count>15.5, 1
2, 0.053, 0.236686390532544, age>38.5 & age<=42.5, 0.384615384615385
2, 0.01, 0.16, age>42.5 & age<=43.5, 0.2
2, 0.006, 0, age>70.5 & age<=76.5, 0
3, 0.02, 0, age>58.5 & priors_count<=0.5 & days_b_screening_arrest>-3.5, 0
3, 0.024, 0.1875, age<=50.5 & age>46.5 & priors_count>0.5, 0.75
2, 0.004, 0, age>57.5 & priors_count>14.5, 0
2, 0.043, 0.18140589569161, age<=23.5 & priors_count>1.5, 0.761904761904762
2, 0.049, 0.164930555555556, age>24.5 & days_b_screening_arrest<=-8.5, 0.208333333333333
2, 0.091, 0.172839506172839, days_b_screening_arrest>-0.5 & c_charge_degree_M>0.5, 0.222222222222222
3, 0.004, 0, age<=33.5 & days_b_screening_arrest>-0.5 & race_Other>0.5, 1
3, 0.002, 0, age>33.5 & days_b_screening_arrest>-0.5 & race_Other>0.5, 0
3, 0.002, 0, age>39.5 & age<=44 & priors_count>18.5, 0
3, 0.004, 0, age>39.5 & priors_count<=21.5 & priors_count>18.5, 0
3, 0.002, 0, age>39.5 & age<=41.5 & sex_Female>0.5, 0
3, 0.012, 0, age<=64.5 & age>48.5 & days_b_screening_arrest<=-5.5, 0
3, 0.002, 0, age<=69.5 & age>64.5 & days_b_screening_arrest<=-5.5, 1
2, 0.006, 0, age>69.5 & age<=77.5, 0
2, 0.061, 0.232222222222222, age>27.5 & age<=28.5, 0.366666666666667
2, 0.15, 0.231738495252009, age>27.5 & age<=30.5, 0.364864864864865
2, 0.002, 0, age<=55 & priors_count>24.5, 1
3, 0.002, 0, age>55 & priors_count<=27.5 & priors_count>24.5, 0
4, 0.039, 0.193905817174515, age>28.5 & age<=31.5 & race_African_American<=0.5 & sex_Male>0.5, 0.263157894736842
3, 0.002, 0, priors_count>1.5 & days_b_screening_arrest<=-19.5 & race_African_American>0.5, 1
2, 0.002, 0, age<=26 & days_b_screening_arrest<=-26.5, 0
2, 0.006, 0, age<=77.5 & age>70.5, 0
3, 0.02, 0.16, age>39.5 & priors_count>3.5 & c_charge_degree_F<=0.5, 0.2
1, 0.976, 0.248002040101832, age<=61.5, 0.455301455301455
3, 0.006, 0, age<=34.5 & priors_count>12.5 & priors_count<=13.5, 1
2, 0.006, 0, priors_count>12.5 & days_b_screening_arrest<=-7, 0
3, 0.014, 0, priors_count>12.5 & priors_count<=13.5 & days_b_screening_arrest>-7, 1
1, 0.791, 0.248711374095989, age<=43.5, 0.464102564102564
1, 0.209, 0.2396078801018, age>43.5, 0.398058252427184
3, 0.014, 0, age>58.5 & age<=67.5 & priors_count<=0.5, 0
4, 0.002, 0, age<=56.5 & age>54.5 & priors_count>0.5 & race_Hispanic>0.5, 1
2, 0.045, 0.148760330578512, age<=44.5 & priors_count>10.5, 0.818181818181818
3, 0.006, 0, age>44.5 & priors_count<=11.5 & priors_count>10.5, 0
2, 0.002, 0, priors_count<=24.5 & priors_count>21.5, 1
2, 0.006, 0, age<=22.5 & priors_count>4.5, 1
2, 0.004, 0, priors_count>20.5 & days_b_screening_arrest>-0.5, 1
3, 0.002, 0, age<=21.5 & days_b_screening_arrest>-0.5 & race_Hispanic>0.5, 0
4, 0.018, 0.0987654320987654, priors_count<=2.5 & days_b_screening_arrest<=0.5 & days_b_screening_arrest>-0.5 & race_Hispanic>0.5, 0.111111111111111
3, 0.002, 0, age<=34.5 & age>33.5 & days_b_screening_arrest<=-2.5, 0
3, 0.01, 0, age>34.5 & days_b_screening_arrest<=-10.5 & days_b_screening_arrest>-17.5, 0
3, 0.008, 0, age>48.5 & age<=55.5 & days_b_screening_arrest<=-2.5, 0
3, 0.022, 0, age>48.5 & age<=65.5 & days_b_screening_arrest<=-2.5, 0
1, 0.16, 0.235539176414036, age>48.5, 0.379746835443038
3, 0.008, 0, age>48.5 & days_b_screening_arrest<=-2.5 & race_African_American>0.5, 0
1, 0.17, 0.235827664399093, age>46.5, 0.380952380952381
3, 0.01, 0, age>46.5 & priors_count>2.5 & sex_Male<=0.5, 0
3, 0.004, 0, age>46.5 & age<=47.5 & priors_count<=2.5, 0
2, 0.081, 0.174375, age<=43.5 & priors_count>8.5, 0.775
4, 0.004, 0, age<=43.5 & age>39.5 & priors_count<=10.5 & priors_count>8.5, 0
1, 0.89, 0.249054332428744, age<=52, 0.469248291571754
3, 0.004, 0, age>52 & priors_count<=12.5 & priors_count>10.5, 0
2, 0.008, 0, priors_count>12.5 & c_charge_degree_F<=0.5, 1
1, 0.986, 0.247760334637335, age<=63, 0.452674897119342
3, 0.006, 0, age<=63 & age>57.5 & days_b_screening_arrest<=-5.5, 0
4, 0.002, 0, age>57.5 & priors_count>12.5 & priors_count<=24.5 & days_b_screening_arrest>-5.5, 1
1, 0.984, 0.24723562546498, priors_count<=18.5, 0.447422680412371
3, 0.002, 0, age>39.5 & age<=46 & priors_count>18.5, 0
2, 0.002, 0, age>57.5 & priors_count>18.5, 0
2, 0.002, 0, age<=22.5 & days_b_screening_arrest<=-13.5, 0
3, 0.002, 0, age<=23.5 & days_b_screening_arrest<=-13.5 & days_b_screening_arrest>-19.5, 1
3, 0.002, 0, age<=23.5 & days_b_screening_arrest>-13.5 & days_b_screening_arrest<=-8.5, 1
3, 0.01, 0.16, age>23.5 & age<=24.5 & race_Caucasian>0.5, 0.2
2, 0.002, 0, age<=32.5 & race_Native_American>0.5, 0
2, 0.002, 0, age<=60.5 & age>59.5, 0
1, 0.032, 0.15234375, age>60.5, 0.1875
2, 0.006, 0, age>60.5 & days_b_screening_arrest>-0.5, 0
2, 0.061, 0.21, priors_count<=10.5 & days_b_screening_arrest<=-4.5, 0.3
2, 0.053, 0.155325443786982, age<=52 & priors_count>10.5, 0.807692307692308
3, 0.004, 0, age>52 & priors_count<=11.5 & priors_count>10.5, 0
3, 0.01, 0, age<=36.5 & priors_count>11.5 & priors_count<=13.5, 1
3, 0.002, 0, age>36.5 & age<=38.5 & priors_count>11.5, 1
2, 0.004, 0, priors_count>18.5 & priors_count<=20.5, 0
2, 0.01, 0, age<=57.5 & priors_count>20.5, 1
2, 0.006, 0, age<=27.5 & priors_count>11.5, 1
2, 0.01, 0, age<=28.5 & priors_count>11.5, 1
3, 0.01, 0, age<=64.5 & age>60.5 & priors_count<=3.5, 0
2, 0.006, 0, age<=77.5 & age>69.5, 0
3, 0.006, 0, age<=31.5 & priors_count<=11.5 & priors_count>10.5, 1
4, 0.002, 0, age<=32.5 & age>31.5 & priors_count<=11.5 & priors_count>10.5, 0
4, 0.004, 0, age<=44.5 & age>32.5 & priors_count<=11.5 & priors_count>10.5, 1
3, 0.004, 0, age<=36.5 & priors_count>13.5 & priors_count<=14.5, 0
2, 0.01, 0, age<=36.5 & priors_count>14.5, 1
2, 0.314, 0.235754422476587, age>36.5 & priors_count<=15.5, 0.380645161290323
1, 0.018, 0.172839506172839, age>62.5, 0.222222222222222
2, 0.006, 0, age<=26.5 & priors_count>10.5, 1
3, 0.006, 0, age<=30.5 & priors_count<=11.5 & priors_count>10.5, 1
3, 0.004, 0, age<=33.5 & priors_count>11.5 & days_b_screening_arrest>-0.5, 1
2, 0.032, 0.15234375, age<=43.5 & priors_count>11.5, 0.8125
2, 0.059, 0.214030915576694, priors_count<=10.5 & days_b_screening_arrest<=-5.5, 0.310344827586207
3, 0.002, 0, priors_count<=12.5 & priors_count>10.5 & days_b_screening_arrest<=-1.5, 1
3, 0.004, 0, priors_count<=12.5 & priors_count>10.5 & days_b_screening_arrest>-0.5, 1
2, 0.008, 0, age>58 & days_b_screening_arrest<=-8.5, 0
2, 0.047, 0.170132325141777, age<=57.5 & priors_count>12.5, 0.782608695652174
4, 0.004, 0, age<=57.5 & age>54.5 & priors_count>12.5 & days_b_screening_arrest>-8.5, 1
2, 0.002, 0, age>61 & priors_count>12.5, 1
2, 0.004, 0, age>57.5 & priors_count>13.5, 0
3, 0.002, 0, age<=23.5 & age>22.5 & days_b_screening_arrest<=-8.5, 1
3, 0.002, 0, age<=23.5 & days_b_screening_arrest>-8.5 & days_b_screening_arrest<=-5.5, 0
3, 0.059, 0.164090368608799, age>23.5 & age<=27.5 & race_Caucasian>0.5, 0.206896551724138
2, 0.004, 0, priors_count>4 & race_Other>0.5, 1
2, 0.008, 0, priors_count>3.5 & race_Other>0.5, 1
3, 0.002, 0, age<=38.5 & age>35.5 & days_b_screening_arrest<=-20.5, 0
4, 0.006, 0, age<=38.5 & age>35.5 & days_b_screening_arrest<=-3.5 & days_b_screening_arrest>-20.5, 1
2, 0.114, 0.196109693877551, age>35.5 & priors_count<=0.5, 0.267857142857143
4, 0.002, 0, age>38.5 & age<=42.5 & priors_count<=9.5 & priors_count>8.5, 0
4, 0.006, 0, age>38.5 & age<=42.5 & priors_count>9.5 & priors_count<=15.5, 1
3, 0.002, 0, age>42.5 & age<=43.5 & days_b_screening_arrest>-0.5, 0
3, 0.002, 0, age>42.5 & age<=43.5 & priors_count>6.5, 0
2, 0.004, 0, priors_count>4.5 & race_Other>0.5, 1
3, 0.002, 0, age>35.5 & days_b_screening_arrest<=-7.5 & days_b_screening_arrest>-8.5, 1
3, 0.008, 0, age>38.5 & priors_count>4.5 & days_b_screening_arrest<=-8.5, 0
3, 0.01, 0, age>38.5 & priors_count<=2 & days_b_screening_arrest<=-8.5, 0
3, 0.002, 0, age>38.5 & priors_count>2 & race_Hispanic>0.5, 0
3, 0.006, 0, age>38.5 & days_b_screening_arrest<=-8.5 & days_b_screening_arrest>-12.5, 0
2, 0.014, 0, age>53 & days_b_screening_arrest<=-8.5, 0
2, 0.063, 0.228928199791883, age>38.5 & age<=43.5, 0.354838709677419
3, 0.02, 0.16, days_b_screening_arrest<=0.5 & days_b_screening_arrest>-0.5 & race_Hispanic>0.5, 0.2
2, 0.004, 0, age<=30.5 & days_b_screening_arrest<=-21.5, 0
1, 0.493, 0.249284492540094, age<=30.5, 0.473251028806584
3, 0.01, 0.16, age>30.5 & age<=31.5 & race_Caucasian>0.5, 0.2
2, 0.014, 0.204081632653061, age<=57.5 & priors_count>18.5, 0.714285714285714
3, 0.002, 0, age>51.5 & age<=54.5 & priors_count>18.5, 0
3, 0.002, 0, age<=57.5 & age>54.5 & priors_count>18.5, 1
4, 0.006, 0, age<=38.5 & age>35.5 & priors_count<=0.5 & days_b_screening_arrest>-0.5, 0
3, 0.014, 0, age>38.5 & days_b_screening_arrest<=-8.5 & days_b_screening_arrest>-21.5, 0
2, 0.014, 0, days_b_screening_arrest>-28.5 & days_b_screening_arrest<=-22.5, 0
2, 0.008, 0, priors_count>12.5 & days_b_screening_arrest<=-2.5, 0
2, 0.004, 0, priors_count>12.5 & sex_Male<=0.5, 0
3, 0.03, 0.115555555555556, age<=48.5 & priors_count>12.5 & sex_Male>0.5, 0.866666666666667
2, 0.012, 0, age<=40.5 & priors_count>14.5, 1
3, 0.01, 0, priors_count<=18.5 & priors_count>14.5 & sex_Male>0.5, 1
3, 0.004, 0, age>39.5 & priors_count>18.5 & days_b_screening_arrest<=-0.5, 0
3, 0.002, 0, age>44 & priors_count>18.5 & days_b_screening_arrest>-0.5, 1
1, 0.982, 0.247933884297521, age<=62.5, 0.454545454545455
3, 0.008, 0, age<=62.5 & age>58.5 & race_African_American<=0.5, 0
3, 0.006, 0, age<=62.5 & age>60.5 & priors_count<=3.5, 0
2, 0.004, 0, age>60.5 & priors_count>14.5, 0
2, 0.004, 0, age>62.5 & age<=64.5, 0
4, 0.004, 0, age<=38.5 & age>34.5 & priors_count<=1.5 & days_b_screening_arrest<=-3.5, 1
4, 0.01, 0, age>34.5 & priors_count>1.5 & priors_count<=3.5 & days_b_screening_arrest<=-3.5, 0
4, 0.004, 0, age<=38.5 & age>30.5 & days_b_screening_arrest>-3.5 & days_b_screening_arrest<=-2.5, 0
3, 0.012, 0, age>38.5 & priors_count<=3.5 & days_b_screening_arrest<=-8.5, 0
3, 0.008, 0, age>38.5 & priors_count>5 & days_b_screening_arrest<=-8.5, 0
3, 0.01, 0, age>38.5 & priors_count<=1.5 & race_Other>0.5, 0
3, 0.002, 0, age>38.5 & days_b_screening_arrest>-8.5 & days_b_screening_arrest<=-5.5, 1
3, 0.012, 0, age>46.5 & days_b_screening_arrest>-5.5 & days_b_screening_arrest<=-2.5, 0
2, 0.041, 0.16, age>51.5 & priors_count<=0.5, 0.2
2, 0.093, 0.192816635160681, age>51.5 & priors_count<=4.5, 0.260869565217391
1, 0.998, 0.247418038204772, age<=76.5, 0.449186991869919
2, 0.004, 0, age<=64.5 & age>62.5, 0
2, 0.006, 0, age<=76.5 & age>69.5, 0
2, 0.039, 0.193905817174515, priors_count<=18.5 & priors_count>12.5, 0.736842105263158
2, 0.004, 0, priors_count>12.5 & sex_Female>0.5, 0
2, 0.002, 0, age<=29 & priors_count>18.5, 1
1, 0.012, 0.138888888888889, priors_count>20.5, 0.833333333333333
1, 0.004, 0, days_b_screening_arrest>26.5, 1
2, 0.006, 0, age>47.5 & days_b_screening_arrest<=-16.5, 0
2, 0.002, 0, days_b_screening_arrest>-16.5 & days_b_screening_arrest<=-15.5, 0
2, 0.002, 0, days_b_screening_arrest>-28.5 & days_b_screening_arrest<=-27.5, 0
2, 0.004, 0, age<=30 & days_b_screening_arrest<=-21.5, 0
1, 0.02, 0.16, days_b_screening_arrest<=-21.5, 0.2
4, 0.002, 0, age>39.5 & age<=40.5 & days_b_screening_arrest>-0.5 & c_charge_degree_M<=0.5, 1
3, 0.008, 0, age>39.5 & age<=40.5 & priors_count<=3, 0
2, 0.02, 0.09, age>39.5 & days_b_screening_arrest<=-6.5, 0.1
3, 0.008, 0, age>39.5 & priors_count>3.5 & days_b_screening_arrest<=-6.5, 0
2, 0.004, 0, age<=25.5 & days_b_screening_arrest<=-22.5, 0
3, 0.01, 0, age<=25.5 & age>24.5 & race_Caucasian>0.5, 0
3, 0.006, 0, priors_count<=4.5 & days_b_screening_arrest<=-19.5 & c_charge_degree_M>0.5, 0
1, 0.852, 0.248888888888889, age<=49, 0.466666666666667
1, 0.229, 0.220220847364711, priors_count>4.5, 0.672566371681416
1, 0.809, 0.248679342466442, age<=44.5, 0.463659147869674
2, 0.028, 0.0663265306122449, age>46.5 & days_b_screening_arrest<=-2.5, 0.0714285714285714
2, 0.004, 0, age>62.5 & days_b_screening_arrest<=-12, 0
3, 0.03, 0.0622222222222222, priors_count<=0.5 & race_African_American>0.5 & sex_Male<=0.5, 0.0666666666666667
1, 0.988, 0.247671491636765, age<=67.5, 0.451745379876797
2, 0.004, 0, priors_count>5.5 & race_Other>0.5, 1
2, 0.213, 0.16562358276644, c_charge_degree_M>0.5 & race_African_American<=0.5, 0.20952380952381
5, 0.006, 0, age<=25.5 & age>24.5 & priors_count<=0.5 & days_b_screening_arrest<=-0.5 & c_charge_degree_M>0.5, 0
4, 0.01, 0.16, age>25.5 & age<=26.5 & c_charge_degree_M>0.5 & race_Caucasian<=0.5, 0.8
4, 0.004, 0, age>25.5 & age<=26.5 & c_charge_degree_M>0.5 & race_Caucasian>0.5, 0
1, 0.377, 0.223985431841831, c_charge_degree_M>0.5, 0.338709677419355
2, 0.002, 0, days_b_screening_arrest<=-24.5 & days_b_screening_arrest>-25.5, 0
2, 0.004, 0, days_b_screening_arrest<=-21.5 & c_charge_degree_F<=0.5, 0
5, 0.002, 0, age>30.5 & age<=46.5 & days_b_screening_arrest<=-21.5 & days_b_screening_arrest>-24.5 & c_charge_degree_F>0.5, 1
2, 0.006, 0, age>46.5 & days_b_screening_arrest<=-21.5, 0
2, 0.004, 0, days_b_screening_arrest>-21.5 & days_b_screening_arrest<=-20.5, 0
1, 0.045, 0.198347107438017, days_b_screening_arrest<=-12.5, 0.272727272727273
2, 0.002, 0, age<=31.5 & days_b_screening_arrest<=-25.5, 0
2, 0.002, 0, age>45 & days_b_screening_arrest<=-25.5, 0
2, 0.006, 0, age<=36.5 & days_b_screening_arrest<=-24.5, 0
2, 0.018, 0.172839506172839, priors_count<=10.5 & priors_count>9.5, 0.777777777777778
2, 0.006, 0, age<=33.5 & priors_count>18.5, 1
1, 0.546, 0.244192313539061, age>29, 0.423791821561338
2, 0.008, 0, age<=40.5 & priors_count>18.5, 1
3, 0.002, 0, age<=48.5 & age>40.5 & priors_count>18.5, 0
3, 0.002, 0, age>48.5 & priors_count>18.5 & days_b_screening_arrest>-0.5, 1
2, 0.002, 0, age>50.5 & days_b_screening_arrest<=-25.5, 0
3, 0.004, 0, age<=46.5 & age>45.5 & days_b_screening_arrest<=-0.5, 0
3, 0.004, 0, age<=46.5 & age>45.5 & race_African_American<=0.5, 0
4, 0.004, 0, age<=46.5 & age>45.5 & days_b_screening_arrest>-0.5 & c_charge_degree_F>0.5, 1
3, 0.002, 0, age>46.5 & age<=48.5 & days_b_screening_arrest<=-2.5, 0
3, 0.006, 0, age>46.5 & days_b_screening_arrest<=-2.5 & sex_Male<=0.5, 0
3, 0.014, 0, age>46.5 & priors_count>3.5 & days_b_screening_arrest<=-2.5, 0
3, 0.024, 0, age>46.5 & age<=68.5 & days_b_screening_arrest<=-2.5, 0
2, 0.089, 0.208161157024793, age>46.5 & priors_count<=2.5, 0.295454545454545
4, 0.002, 0, age>46.5 & priors_count<=2.5 & priors_count>1.5 & sex_Male<=0.5, 1
3, 0.294, 0.219072532699168, age<=55.5 & priors_count>2.5 & days_b_screening_arrest>-2.5, 0.675862068965517
3, 0.002, 0, age<=23.5 & days_b_screening_arrest<=-8.5 & days_b_screening_arrest>-11.5, 1
3, 0.002, 0, age<=23.5 & priors_count>2 & days_b_screening_arrest<=-5.5, 0
2, 0.12, 0.218328066647515, priors_count>6.5 & c_charge_degree_M<=0.5, 0.677966101694915
3, 0.004, 0, age>37.5 & priors_count>7.5 & sex_Female>0.5, 0
4, 0.008, 0, age>30.5 & age<=31.5 & priors_count<=7.5 & c_charge_degree_M>0.5, 0
4, 0.004, 0, age>30.5 & age<=31.5 & priors_count>7.5 & c_charge_degree_M>0.5, 1
2, 0.004, 0, age<=31.5 & priors_count>20, 1
3, 0.039, 0.0941828254847645, age>30.5 & c_charge_degree_M>0.5 & sex_Female>0.5, 0.105263157894737
4, 0.01, 0, age<=44.5 & age>32.5 & priors_count<=18.5 & priors_count>10.5, 1
3, 0.002, 0, age>50.5 & age<=54.5 & priors_count>18.5, 0
4, 0.004, 0, age>23.5 & priors_count<=1.5 & days_b_screening_arrest<=-9.5 & days_b_screening_arrest>-17.5, 0
1, 0.057, 0.204081632653061, days_b_screening_arrest<=-9.5, 0.285714285714286
3, 0.004, 0, age<=30.5 & days_b_screening_arrest>-21.5 & days_b_screening_arrest<=-18.5, 1
5, 0.002, 0, age>30.5 & age<=46.5 & days_b_screening_arrest<=-21.5 & days_b_screening_arrest>-24.5 & c_charge_degree_M<=0.5, 1
2, 0.004, 0, days_b_screening_arrest<=-21.5 & c_charge_degree_M>0.5, 0
3, 0.004, 0, age<=38.5 & priors_count>7.5 & days_b_screening_arrest<=-3.5, 1
3, 0.004, 0, priors_count>2.5 & days_b_screening_arrest>-3.5 & days_b_screening_arrest<=-2.5, 0
2, 0.03, 0.16, age>38.5 & age<=40.5, 0.2
3, 0.008, 0, age<=42.5 & age>40.5 & race_Caucasian>0.5, 1
5, 0.006, 0, age>38.5 & age<=42.5 & priors_count<=6.5 & days_b_screening_arrest>-0.5 & race_Caucasian<=0.5, 0
4, 0.004, 0, age>38.5 & age<=42.5 & days_b_screening_arrest>-0.5 & race_Caucasian>0.5, 1
3, 0.004, 0, age<=42.5 & age>41.5 & days_b_screening_arrest>-0.5, 1
3, 0.002, 0, age>42.5 & age<=43.5 & priors_count>8.5, 0
3, 0.002, 0, age>39.5 & age<=42.5 & sex_Female>0.5, 0
2, 0.004, 0, days_b_screening_arrest>-28.5 & days_b_screening_arrest<=-25.5, 0
2, 0.002, 0, age<=34 & days_b_screening_arrest<=-25.5, 0
1, 0.556, 0.249520485907614, age<=32.5, 0.478102189781022
1, 0.444, 0.242863993661517, age>32.5, 0.415525114155251
2, 0.081, 0.144375, age<=39.5 & priors_count>7.5, 0.825
3, 0.002, 0, age>39.5 & priors_count<=8.5 & priors_count>7.5, 0
3, 0.002, 0, age>31.5 & age<=33.5 & priors_count>11.5, 1
5, 0.028, 0, age<=30.5 & age>27.5 & priors_count<=5.5 & race_Hispanic<=0.5 & sex_Male<=0.5, 0
3, 0.002, 0, age<=30.5 & days_b_screening_arrest<=-18.5 & race_Hispanic>0.5, 1
5, 0.004, 0, age<=30.5 & priors_count<=5.5 & days_b_screening_arrest<=-2.5 & days_b_screening_arrest>-18.5 & race_Hispanic>0.5, 0
1, 0.101, 0.2244, race_Hispanic>0.5, 0.34
3, 0.004, 0, age<=30.5 & priors_count>5.5 & days_b_screening_arrest<=-9, 1
2, 0.02, 0, age<=25.5 & priors_count>5.5, 1
